"","Temperature","Humidity","Light","CO2","HumidityRatio","Occupancy"
"47",22.5,27.445,0,641.5,0.00462742903214501,0
"48",22.39,27.29,0,639,0.00457021208799111,0
"49",22.5,27.5,0,640,0.00463677156669758,0
"50",22.39,27.34,0,630.5,0.00457864714513976,0
"51",22.39,27.3566666666667,0,629.333333333333,0.0045814588813251,0
"52",22.39,27.5,0,632,0.00460564085426059,0
"53",22.39,27.5,0,636.5,0.00460564085426059,0
"54",22.39,27.5,0,627.5,0.00460564085426059,0
"55",22.39,27.39,0,626,0.0045870824294015,0
"56",22.39,27.5,0,625.5,0.00460564085426059,0
"57",22.34,27.39,0,623.5,0.00457305034947982,0
"58",22.39,27.4633333333333,0,624.666666666667,0.00459945459049356,0
"59",22.39,27.39,0,622,0.0045870824294015,0
"60",22.29,27.39,0,621,0.00455905614852278,0
"61",22.34,27.39,0,626.5,0.00457305034947982,0
"62",22.29,27.39,0,622,0.00455905614852278,0
"63",22.39,27.39,0,620,0.0045870824294015,0
"64",22.29,27.39,0,621.5,0.00455905614852278,0
"65",22.29,27.3566666666667,0,616.333333333333,0.00455346720904263,0
"66",22.29,27.34,0,609,0.00455067277669262,0
"67",22.29,27.39,0,614,0.00455905614852278,0
"68",22.29,27.34,0,613.5,0.00455067277669262,0
"69",22.29,27.34,0,611,0.00455067277669262,0
"70",22.29,27.39,0,612,0.00455905614852278,0
"71",22.29,27.29,0,608,0.00454228962919881,0
"72",22.29,27.29,0,605.5,0.00454228962919881,0
"73",22.2675,27.315,0,608.5,0.00454021358023024,0
"74",22.2,27.29,0,608.5,0.00451728819349999,0
"75",22.245,27.29,0,602.5,0.00452977369585959,0
"76",22.2,27.29,0,598,0.00451728819349999,0
"77",22.2,27.29,0,595,0.00451728819349999,0
"78",22.2,27.29,0,591,0.00451728819349999,0
"79",22.245,27.245,0,591,0.00452224999364749,0
"80",22.2,27.2,0,595,0.00450228274276464,0
"81",22.2,27.29,0,594.333333333333,0.00451728819349999,0
"82",22.2,27.29,0,593.5,0.00451728819349999,0
"83",22.2,27.29,0,592,0.00451728819349999,0
"84",22.15,27.245,0,586.5,0.0044959713579516,0
"85",22.2,27.2,0,586,0.00450228274276464,0
"86",22.15,27.245,0,586,0.0044959713579516,0
"87",22.2,27.245,0,584.5,0.00450978537828394,0
"88",22.1,27.245,0,584.5,0.00448219467655486,0
"89",22.1,27.2,0,585.5,0.00447473826972372,0
"90",22.1333333333333,27.2,0,584.666666666667,0.00448390319821458,0
"91",22.2,27.2,0,577,0.00450228274276464,0
"92",22.1,27.2,0,580,0.00447473826972372,0
"93",22.125,27.2,0,582,0.00448161041517148,0
"94",22.2,27.2,0,580,0.00450228274276464,0
"95",22.1,27.15,0,578,0.00446645358141236,0
"96",22.1,27.2,0,576.5,0.00447473826972372,0
"97",22.1,27.2,0,580,0.00447473826972372,0
"98",22.1,27.2,0,572.5,0.00447473826972372,0
"99",22.1,27.2,0,567,0.00447473826972372,0
"100",22.1,27.2,0,568,0.00447473826972372,0
"101",22.1,27.2,0,574.5,0.00447473826972372,0
"102",22.1,27.2,0,564.333333333333,0.00447473826972372,0
"103",22.1,27.2,0,563,0.00447473826972372,0
"104",22.1,27.15,0,564.5,0.00446645358141236,0
"105",22.0666666666667,27.1666666666667,0,566.333333333333,0.00446007809167045,0
"106",22.1,27.1,0,562,0.00445816911221647,0
"107",22,27.1,0,565.5,0.00443087555124918,0
"108",22,27.1,0,570,0.00443087555124918,0
"109",22.05,27.15,0,562,0.00445276274636235,0
"110",22,27.1,0,560,0.00443087555124918,0
"111",22,27.1,0,558,0.00443087555124918,0
"112",22,27.1,0,556,0.00443087555124918,0
"113",22,27.1,0,557,0.00443087555124918,0
"114",21.9175,27.1,0,556.5,0.00440846943162748,0
"115",21.945,27.1,0,557.5,0.00441592700761485,0
"116",21.9266666666667,27.1,0,555,0.00441095405497767,0
"117",21.89,27.1,0,555,0.00440102296708593,0
"118",21.89,27.1,0,553,0.00440102296708593,0
"119",21.89,27.1,0,549.5,0.00440102296708593,0
"120",21.89,27.1,0,548.5,0.00440102296708593,0
"121",21.89,27.1,0,551.5,0.00440102296708593,0
"122",21.89,27.1,0,548.5,0.00440102296708593,0
"123",21.89,27.1,0,548,0.00440102296708593,0
"124",21.89,27.1,0,547.5,0.00440102296708593,0
"125",21.89,27.1,0,553,0.00440102296708593,0
"126",21.84,27.1,0,547.5,0.00438751236133436,0
"127",21.8566666666667,27.1,0,548.666666666667,0.00439201182580606,0
"128",21.79,27.1,0,540,0.00437403835445405,0
"129",21.79,27.1,0,538,0.00437403835445405,0
"130",21.79,27.1,0,542,0.00437403835445405,0
"131",21.79,27.1,0,542,0.00437403835445405,0
"132",21.79,27.1,0,538,0.00437403835445405,0
"133",21.79,27.1,0,537.666666666667,0.00437403835445405,0
"134",21.79,27.1,0,537.5,0.00437403835445405,0
"135",21.79,27.1,0,536,0.00437403835445405,0
"136",21.745,27.1,0,534.5,0.00436194296945302,0
"137",21.7,27.1,0,532.5,0.00434987709774486,0
"138",21.76,27.1,0,530,0.0043659714821212,0
"139",21.745,27.05,0,529.5,0.00435383877122501,0
"140",21.79,27.05,0,531,0.00436591152717108,0
"141",21.73,27,0,533.333333333333,0.00434172461000499,0
"142",21.745,27,0,531,0.004345734782707,0
"143",21.745,27,0,529,0.004345734782707,0
"144",21.745,27,0,528.5,0.004345734782707,0
"145",21.7,27,0,525,0.00433371405578809,0
"146",21.7,27,0,528.5,0.00433371405578809,0
"147",21.7,27,0,530.5,0.00433371405578809,0
"148",21.7,26.89,0,528,0.00431593567308493,0
"149",21.7,26.89,0,526,0.00431593567308493,0
"150",21.7,26.89,0,530,0.00431593567308493,0
"151",21.7,26.89,0,533.333333333333,0.00431593567308493,0
"152",21.7,26.89,0,529,0.00431593567308493,0
"153",21.7,26.89,0,528,0.00431593567308493,0
"154",21.7,26.89,0,526,0.00431593567308493,0
"155",21.7,26.89,0,526,0.00431593567308493,0
"156",21.7,26.79,0,521,0.00429977438278406,0
"157",21.7,26.79,0,518,0.00429977438278406,0
"158",21.7,26.79,0,515.5,0.00429977438278406,0
"159",21.7,26.79,0,520,0.00429977438278406,0
"160",21.7,26.7675,0,523.5,0.00429613820740729,0
"161",21.7,26.79,0,525.5,0.00429977438278406,0
"162",21.7,26.79,0,525.5,0.00429977438278406,0
"163",21.7,26.79,0,514,0.00429977438278406,0
"164",21.7,26.7,0,518,0.00428522993460374,0
"165",21.7,26.7,0,518,0.00428522993460374,0
"166",21.7,26.7,0,520,0.00428522993460374,0
"167",21.6,26.7,0,521,0.00425892186208795,0
"168",21.6,26.6,0,518,0.00424286203685278,0
"169",21.6,26.65,0,517,0.00425089184650924,0
"170",21.6,26.6,0,511.5,0.00424286203685278,0
"171",21.65,26.65,0,514,0.00426400308494511,0
"172",21.6,26.55,0,515.5,0.00423483243311065,0
"173",21.6,26.5,0,517,0.00422680303527493,0
"174",21.6,26.5,0,515,0.00422680303527493,0
"175",21.6,26.5,0,512,0.00422680303527493,0
"176",21.6,26.5,0,515,0.00422680303527493,0
"177",21.65,26.55,0,511,0.00424789380271014,0
"178",21.6,26.5,0,514,0.00422680303527493,0
"179",21.6,26.445,0,508,0.00421797093546809,0
"180",21.6,26.4725,0,509.75,0.00422238695423002,0
"181",21.6,26.445,0,508.75,0.00421797093546809,0
"182",21.6,26.445,0,508.5,0.00421797093546809,0
"183",21.6,26.39,0,507,0.00420913908478788,0
"184",21.6,26.39,0,507,0.00420913908478788,0
"185",21.6,26.39,0,503.5,0.00420913908478788,0
"186",21.6,26.39,0,504,0.00420913908478788,0
"187",21.6,26.39,0,504,0.00420913908478788,0
"188",21.575,26.315,0,500.5,0.0041906371261489,0
"189",21.6,26.29,0,500,0.00419308181268417,0
"190",21.6,26.29,0,503.5,0.00419308181268417,0
"191",21.55,26.245,0,503,0.00417298202219627,0
"192",21.55,26.245,0,502.5,0.00417298202219627,0
"193",21.5,26.2,0,502,0.00415296201038409,0
"194",21.5666666666667,26.2,0,502,0.00417005914917235,0
"195",21.5,26.2,0,502.5,0.00415296201038409,0
"196",21.5,26.2,0,497,0.00415296201038409,0
"197",21.5,26.15,0,501.5,0.00414498369514183,0
"198",21.5,26.15,0,504,0.00414498369514183,0
"199",21.5,26.1,0,501,0.00413700558321316,0
"200",21.5,26.1,0,493.75,0.00413700558321316,0
"201",21.5,26.1,0,500,0.00413700558321316,0
"202",21.5,26.1,0,504.5,0.00413700558321316,0
"203",21.5,26.05,0,504,0.00412902767459031,0
"204",21.5,26.1,0,501,0.00413700558321316,0
"205",21.5,26,0,499,0.00412104996926551,0
"206",21.5,26,0,502,0.00412104996926551,0
"207",21.5,26,0,503.5,0.00412104996926551,0
"208",21.5,26,0,500.666666666667,0.00412104996926551,0
"209",21.5,26,0,493,0.00412104996926551,0
"210",21.5,26,0,492.5,0.00412104996926551,0
"211",21.5,26,0,493,0.00412104996926551,0
"212",21.5,25.89,0,495.5,0.00410349973312177,0
"213",21.5,26,0,492.666666666667,0.00412104996926551,0
"214",21.5,26,0,490,0.00412104996926551,0
"215",21.5,25.9266666666667,0,493,0.00410934970251646,0
"216",21.5,25.89,0,494.666666666667,0.00410349973312177,0
"217",21.5,25.89,0,496,0.00410349973312177,0
"218",21.5,25.89,0,491,0.00410349973312177,0
"219",21.5,25.84,0,490.5,0.0040955226782985,0
"220",21.5,25.84,0,490,0.0040955226782985,0
"221",21.5,25.89,0,491,0.00410349973312177,0
"222",21.5,25.89,0,491.666666666667,0.00410349973312177,0
"223",21.5,25.89,0,493.5,0.00410349973312177,0
"224",21.4725,25.865,0,493.75,0.00409256776950153,0
"225",21.5,25.84,0,490,0.0040955226782985,0
"226",21.5,25.79,0,488,0.00408754582674064,0
"227",21.5,25.79,0,490,0.00408754582674064,0
"228",21.5,25.79,0,487,0.00408754582674064,0
"229",21.445,25.745,0,492.5,0.00406655560714929,0
"230",21.445,25.745,0,493.5,0.00406655560714929,0
"231",21.4633333333333,25.76,0,493.333333333333,0.00407354230391887,0
"232",21.445,25.745,0,488,0.00406655560714929,0
"233",21.5,25.79,0,487.5,0.00408754582674064,0
"234",21.4266666666667,25.73,0,485.333333333333,0.00405957893706384,0
"235",21.39,25.7,0,484,0.00404565562779471,0
"236",21.39,25.7,0,489,0.00404565562779471,0
"237",21.445,25.745,0,488,0.00406655560714929,0
"238",21.5,25.79,0,493,0.00408754582674064,0
"239",21.39,25.7,0,491,0.00404565562779471,0
"240",21.445,25.745,0,488,0.00406655560714929,0
"241",21.445,25.745,0,487.25,0.00406655560714929,0
"242",21.39,25.7,0,489,0.00404565562779471,0
"243",21.5,25.79,0,489,0.00408754582674064,0
"244",21.39,25.7,0,486,0.00404565562779471,0
"245",21.4266666666667,25.73,0,484.666666666667,0.00405957893706384,0
"246",21.39,25.7,0,485,0.00404565562779471,0
"247",21.39,25.7,0,487,0.00404565562779471,0
"248",21.39,25.7,0,492,0.00404565562779471,0
"249",21.39,25.7,0,490.666666666667,0.00404565562779471,0
"250",21.39,25.7,0,488,0.00404565562779471,0
"251",21.39,25.7,0,485.5,0.00404565562779471,0
"252",21.39,25.7,0,486,0.00404565562779471,0
"253",21.39,25.7,0,485.5,0.00404565562779471,0
"254",21.39,25.7,0,486,0.00404565562779471,0
"255",21.39,25.7,0,480,0.00404565562779471,0
"256",21.39,25.7,0,481,0.00404565562779471,0
"257",21.39,25.7,0,481.666666666667,0.00404565562779471,0
"258",21.39,25.7,0,485.5,0.00404565562779471,0
"259",21.39,25.7,0,485,0.00404565562779471,0
"260",21.39,25.7,0,473,0.00404565562779471,0
"261",21.39,25.7,0,475,0.00404565562779471,0
"262",21.39,25.7,0,486,0.00404565562779471,0
"263",21.39,25.7,0,481.5,0.00404565562779471,0
"264",21.39,25.7,0,483,0.00404565562779471,0
"265",21.39,25.7,0,479,0.00404565562779471,0
"266",21.39,25.7,0,479,0.00404565562779471,0
"267",21.39,25.7,0,479,0.00404565562779471,0
"268",21.34,25.7,0,479,0.0040331952510965,0
"269",21.39,25.7,0,479,0.00404565562779471,0
"270",21.39,25.7,0,477,0.00404565562779471,0
"271",21.39,25.7,0,477.5,0.00404565562779471,0
"272",21.29,25.7,0,477.5,0.00402076872591321,0
"273",21.34,25.7,0,480,0.0040331952510965,0
"274",21.29,25.7,0,480,0.00402076872591321,0
"275",21.34,25.7,0,482,0.0040331952510965,0
"276",21.3233333333333,25.7,0,480.333333333333,0.00402904931868002,0
"277",21.34,25.7,0,477.5,0.0040331952510965,0
"278",21.29,25.7,0,476,0.00402076872591321,0
"279",21.39,25.7,0,479,0.00404565562779471,0
"280",21.39,25.7,0,471,0.00404565562779471,0
"281",21.29,25.7,0,474,0.00402076872591321,0
"282",21.29,25.7,0,477.5,0.00402076872591321,0
"283",21.34,25.7,0,476,0.0040331952510965,0
"284",21.29,25.7,0,474.25,0.00402076872591321,0
"285",21.39,25.7,0,475,0.00404565562779471,0
"286",21.29,25.7,0,476.5,0.00402076872591321,0
"287",21.34,25.7,0,474.5,0.0040331952510965,0
"288",21.29,25.7,0,478,0.00402076872591321,0
"289",21.29,25.7,0,475.333333333333,0.00402076872591321,0
"290",21.29,25.7,0,477,0.00402076872591321,0
"291",21.29,25.7,0,475.5,0.00402076872591321,0
"292",21.29,25.7,0,477.5,0.00402076872591321,0
"293",21.29,25.7,0,477.5,0.00402076872591321,0
"294",21.29,25.7,0,478,0.00402076872591321,0
"295",21.29,25.7,0,473.5,0.00402076872591321,0
"296",21.29,25.7,0,472.5,0.00402076872591321,0
"297",21.29,25.7,0,472,0.00402076872591321,0
"298",21.29,25.7,0,469.5,0.00402076872591321,0
"299",21.29,25.7,0,466.666666666667,0.00402076872591321,0
"300",21.29,25.7,0,467,0.00402076872591321,0
"301",21.29,25.7,0,469.5,0.00402076872591321,0
"302",21.2,25.6,0,469,0.00398282809773472,0
"303",21.29,25.7,0,471,0.00402076872591321,0
"304",21.29,25.7,0,469,0.00402076872591321,0
"305",21.26,25.6666666666667,0,467.333333333333,0.00400809012841946,0
"306",21.245,25.65,0,471.5,0.00400176273769059,0
"307",21.23,25.6333333333333,0,471.666666666667,0.00399544327454182,0
"308",21.29,25.7,0,475,0.00402076872591321,0
"309",21.2,25.6,0,471,0.00398282809773472,0
"310",21.2,25.6,0,471,0.00398282809773472,0
"311",21.245,25.65,0,471,0.00400176273769059,0
"312",21.245,25.65,0,474.5,0.00400176273769059,0
"313",21.2,25.6,0,475.5,0.00398282809773472,0
"314",21.2,25.6,0,474,0.00398282809773472,0
"315",21.2,25.6,0,469,0.00398282809773472,0
"316",21.2,25.6,0,474,0.00398282809773472,0
"317",21.2,25.6,0,474,0.00398282809773472,0
"318",21.2,25.6,0,468.5,0.00398282809773472,0
"319",21.2,25.6,0,469.5,0.00398282809773472,0
"320",21.2,25.6,0,472.5,0.00398282809773472,0
"321",21.2,25.6,0,467.5,0.00398282809773472,0
"322",21.2,25.6,0,469,0.00398282809773472,0
"323",21.2,25.55,0,466.5,0.00397499942379926,0
"324",21.2,25.5,0,469.5,0.00396717094567545,0
"325",21.2,25.5,0,469,0.00396717094567545,0
"326",21.2,25.5,0,467,0.00396717094567545,0
"327",21.2,25.5,0,467.333333333333,0.00396717094567545,0
"328",21.2,25.5,0,467,0.00396717094567545,0
"329",21.2,25.5,0,464.5,0.00396717094567545,0
"330",21.2,25.445,0,466,0.00395855984589297,0
"331",21.2,25.5,0,473,0.00396717094567545,0
"332",21.2,25.39,0,475,0.00394994898302393,0
"333",21.2,25.39,0,471,0.00394994898302393,0
"334",21.2,25.39,0,470,0.00394994898302393,0
"335",21.2,25.39,0,466.25,0.00394994898302393,0
"336",21.2,25.39,0,467,0.00394994898302393,0
"337",21.2,25.39,0,473,0.00394994898302393,0
"338",21.2,25.39,0,468,0.00394994898302393,0
"339",21.2,25.39,0,463,0.00394994898302393,0
"340",21.2,25.39,0,466,0.00394994898302393,0
"341",21.2,25.39,0,467,0.00394994898302393,0
"342",21.2,25.29,0,468,0.00393429347565304,0
"343",21.2,25.39,0,468,0.00394994898302393,0
"344",21.2,25.29,0,468,0.00393429347565304,0
"345",21.2,25.34,0,465.5,0.00394212113144808,0
"346",21.2,25.39,0,464,0.00394994898302393,0
"347",21.2,25.34,0,464.5,0.00394212113144808,0
"348",21.2,25.29,0,465.666666666667,0.00393429347565304,0
"349",21.2,25.365,0,465.75,0.00394603503276295,0
"350",21.2,25.39,0,464,0.00394994898302393,0
"351",21.2,25.39,0,467,0.00394994898302393,0
"352",21.15,25.39,0,466.5,0.0039377674602206,0
"353",21.2,25.39,0,465,0.00394994898302393,0
"354",21.2,25.39,0,462,0.00394994898302393,0
"355",21.2,25.39,0,459.666666666667,0.00394994898302393,0
"356",21.2,25.29,0,458,0.00393429347565304,0
"357",21.2,25.34,0,462.5,0.00394212113144808,0
"358",21.2,25.29,0,467,0.00393429347565304,0
"359",21.2,25.29,0,466.5,0.00393429347565304,0
"360",21.2,25.29,0,463,0.00393429347565304,0
"361",21.2,25.29,0,465,0.00393429347565304,0
"362",21.2,25.29,0,463.25,0.00393429347565304,0
"363",21.2,25.29,0,460,0.00393429347565304,0
"364",21.2,25.29,0,457,0.00393429347565304,0
"365",21.2,25.29,0,456,0.00393429347565304,0
"366",21.245,25.245,0,454,0.00393817695145039,0
"367",21.23,25.23,0,454,0.00393217865599575,0
"368",21.29,25.29,0,458,0.00395621617653094,0
"369",21.2,25.2,0,456,0.00392020418856616,0
"370",21.245,25.245,0,456.5,0.00393817695145039,0
"371",21.245,25.245,0,458.5,0.00393817695145039,0
"372",21.26,25.26,0,459.666666666667,0.00394418263158888,0
"373",21.245,25.245,0,464,0.00393817695145039,0
"374",21.245,25.2,0,465,0.00393111266145068,0
"375",21.29,25.2,0,461,0.00394204788657305,0
"376",21.245,25.2,0,458.5,0.00393111266145068,0
"377",21.29,25.2,0,459,0.00394204788657305,0
"378",21.29,25.2,0,451,0.00394204788657305,0
"379",21.29,25.2,0,456,0.00394204788657305,0
"380",21.29,25.2,0,463,0.00394204788657305,0
"381",21.29,25.2,0,461.666666666667,0.00394204788657305,0
"382",21.29,25.2,0,458,0.00394204788657305,0
"383",21.29,25.2,0,450,0.00394204788657305,0
"384",21.29,25.2,0,457,0.00394204788657305,0
"385",21.29,25.2,0,456,0.00394204788657305,0
"386",21.29,25.2,0,456,0.00394204788657305,0
"387",21.29,25.2,0,461,0.00394204788657305,0
"388",21.29,25.2,0,463,0.00394204788657305,0
"389",21.29,25.2,0,460,0.00394204788657305,0
"390",21.29,25.2,0,456,0.00394204788657305,0
"391",21.29,25.2,0,454.5,0.00394204788657305,0
"392",21.29,25.2,0,448.5,0.00394204788657305,0
"393",21.29,25.2,0,453.5,0.00394204788657305,0
"394",21.29,25.2,0,454,0.00394204788657305,0
"395",21.29,25.2,0,454,0.00394204788657305,0
"396",21.29,25.245,0,450.5,0.00394913195137757,0
"397",21.29,25.245,0,453,0.00394913195137757,0
"398",21.2,25.2,0,457,0.00392020418856616,0
"399",21.2,25.2,0,452.5,0.00392020418856616,0
"400",21.2,25.2,0,449,0.00392020418856616,0
"401",21.2,25.2,0,458.666666666667,0.00392020418856616,0
"402",21.2,25.2,0,454.5,0.00392020418856616,0
"403",21.2,25.245,0,455.5,0.00392724875282402,0
"404",21.2,25.245,0,453.5,0.00392724875282402,0
"405",21.2,25.29,0,452,0.00393429347565304,0
"406",21.2,25.29,0,451.5,0.00393429347565304,0
"407",21.2,25.29,0,451,0.00393429347565304,0
"408",21.1666666666667,25.3566666666667,0,450.333333333333,0.00393661649452723,0
"409",21.1666666666667,25.39,0,450,0.00394182428230707,0
"410",21.15,25.39,0,453.5,0.0039377674602206,0
"411",21.1,25.39,0,454,0.00392561907243717,0
"412",21.15,25.39,0,452.5,0.0039377674602206,0
"413",21.1,25.39,0,454,0.00392561907243717,0
"414",21.1,25.39,0,457,0.00392561907243717,0
"415",21.1,25.4633333333333,0,450.333333333333,0.00393702911172392,0
"416",21.1,25.5,0,451,0.00394273428736449,0
"417",21.1,25.5,0,451,0.00394273428736449,0
"418",21.05,25.445,0,449,0.00392203465655424,0
"419",21.1,25.5,0,449,0.00394273428736449,0
"420",21.05,25.445,0,450,0.00392203465655424,0
"421",21.05,25.445,0,449,0.00392203465655424,0
"422",21.1,25.5,0,445,0.00394273428736449,0
"423",21,25.39,0,443,0.00390142139093685,0
"424",21.1,25.5,0,446.5,0.00394273428736449,0
"425",21.1,25.5,0,446,0.00394273428736449,0
"426",21.1,25.5,0,451.5,0.00394273428736449,0
"427",21.1,25.39,0,445,0.00392561907243717,0
"428",21.1,25.39,0,449,0.00392561907243717,0
"429",21.1,25.39,0,451.666666666667,0.00392561907243717,0
"430",21.1,25.39,0,452,0.00392561907243717,0
"431",21.1,25.39,0,451,0.00392561907243717,0
"432",21.05,25.34,0,450,0.00390574856670598,0
"433",21.1,25.39,0,450,0.00392561907243717,0
"434",21.1,25.39,0,448,0.00392561907243717,0
"435",21.1,25.39,0,450.666666666667,0.00392561907243717,0
"436",21.1,25.39,0,450,0.00392561907243717,0
"437",21.15,25.39,0,446,0.0039377674602206,0
"438",21.1,25.39,0,444,0.00392561907243717,0
"439",21.125,25.39,0,447.5,0.00393168912931672,0
"440",21.1333333333333,25.39,0,443.333333333333,0.00393371431980177,0
"441",21.1,25.34,0,443.5,0.00391783973869481,0
"442",21.1,25.34,0,444,0.00391783973869481,0
"443",21.15,25.34,0,449,0.00392996390106742,0
"444",21.2,25.29,0,449.333333333333,0.00393429347565304,0
"445",21.15,25.29,0,448,0.00392216053648559,0
"446",21.15,25.245,0,449.5,0.00391513767471442,0
"447",21.2,25.245,0,450,0.00392724875282402,0
"448",21.2,25.2,0,447,0.00392020418856616,0
"449",21.2,25.2,0,446,0.00392020418856616,0
"450",21.1333333333333,25.2,0,443,0.00390409254176333,0
"451",21.1666666666667,25.2,0,444,0.00391214105268426,0
"452",21.2,25.2,0,444.5,0.00392020418856616,0
"453",21.2,25.2,0,445,0.00392020418856616,0
"454",21.2,25.2,0,451,0.00392020418856616,0
"455",21.2,25.2,0,450,0.00392020418856616,0
"456",21.2,25.2,0,444,0.00392020418856616,0
"457",21.2,25.2,0,443,0.00392020418856616,0
"458",21.2,25.1,0,438.5,0.00390455016902337,0
"459",21.2,25.1,0,441,0.00390455016902337,0
"460",21.2,25.1,0,444,0.00390455016902337,0
"461",21.2,25.15,0,441.5,0.00391237708091832,0
"462",21.2,25.1,0,441,0.00390455016902337,0
"463",21.2,25.1,0,439.5,0.00390455016902337,0
"464",21.2,25.1,0,441,0.00390455016902337,0
"465",21.2,25.1,0,442,0.00390455016902337,0
"466",21.2,25.1,0,441,0.00390455016902337,0
"467",21.2,25.1,0,436,0.00390455016902337,0
"468",21.2,25.1,0,442.5,0.00390455016902337,0
"469",21.2,25.1,0,446,0.00390455016902337,0
"470",21.2,25.1,0,443,0.00390455016902337,0
"471",21.2,25.1,0,437.5,0.00390455016902337,0
"472",21.2,25.1,0,440.5,0.00390455016902337,0
"473",21.2,25.05,0,439.5,0.00389672345287398,0
"474",21.2,25,0,443,0.00388889693246281,0
"475",21.2,25,0,443,0.00388889693246281,0
"476",21.2,25,0,438.5,0.00388889693246281,0
"477",21.2,25,0,438,0.00388889693246281,0
"478",21.2,25,0,442.333333333333,0.00388889693246281,0
"479",21.2,25,0,448,0.00388889693246281,0
"480",21.2,25.1,0,447.5,0.00390455016902337,0
"481",21.125,25.1,0,445.75,0.00388650148836853,0
"482",21.1,25,0,439,0.00386494539702099,0
"483",21.1,25.1,0,440,0.0038805016282998,0
"484",21.1,25.1,0,441.5,0.0038805016282998,0
"485",21.1,25.0666666666667,0,439,0.00387531613195001,0
"486",21.1,25,0,439,0.00386494539702099,0
"487",21.1,25.1,0,437.5,0.0038805016282998,0
"488",21.05,25.05,0,437.5,0.0038607723400945,0
"489",21.1,25.1,0,439.333333333333,0.0038805016282998,0
"490",21.1,25.1,0,443,0.0038805016282998,0
"491",21,25,0,440.5,0.0038411240057139,0
"492",21,25,0,442.333333333333,0.0038411240057139,0
"493",21,25,0,440.666666666667,0.0038411240057139,0
"494",21,25,0,440,0.0038411240057139,0
"495",21,25,0,439,0.0038411240057139,0
"496",21,25,0,442,0.0038411240057139,0
"497",21,25,0,443.5,0.0038411240057139,0
"498",21,25,0,445,0.0038411240057139,0
"499",21,25,0,445,0.0038411240057139,0
"500",21,25.05,0,442.5,0.00384885379046066,0
"501",21,25.1,0,440,0.00385658376615144,0
"502",21,25,0,439.5,0.0038411240057139,0
"503",21,25,0,438.5,0.0038411240057139,0
"504",21,25,0,435,0.0038411240057139,0
"505",21,25,0,439.5,0.0038411240057139,0
"506",21,25,0,440.5,0.0038411240057139,0
"507",21,25,0,439.5,0.0038411240057139,0
"508",21,25,0,441,0.0038411240057139,0
"509",21,25,0,442,0.0038411240057139,0
"510",21,25,0,445,0.0038411240057139,0
"511",21,25,0,444,0.0038411240057139,0
"512",21,25,0,445,0.0038411240057139,0
"513",21,24.89,0,444,0.00382411915135911,0
"514",21,24.89,0,443,0.00382411915135911,0
"515",21,24.89,0,448,0.00382411915135911,0
